TransactionID,Transaction Date,Transaction Amount,Notes,Transaction Type,Entity,TransactionTypeID
2118,2019-01-10,-6.9,-,POS Purchase,Fpos Dairy Shop/ Gisele'S Frederictonnbca,27
2119,2019-01-10,-4.99,-,POS Purchase,Opos Spotify P09082A89B Stockholm SE,31
2120,2019-01-11,-25.54,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2121,2019-01-15,-6.84,-,Miscellaneous Payment,Paypal,NULL
2122,2019-01-16,-12.96,-,POS Purchase,Fpos Sobeys #849 Qfrederictonnbcd,8
2123,2019-01-19,-65,-,POS Purchase,Circle K / Irving Qps Frederictonnbca,5
2124,2019-01-19,-13.07,-,POS Purchase,Fpos Mcdonald'S #1808 Frederictonnbca,27
2125,2019-01-19,-25.27,-,POS Purchase,Fpos Sobeys #849 Qfrederictonnbcd,8
2126,2019-01-22,-47.01,-,POS Purchase,Fpos Sobeys #849 Qfrederictonnbcd,8
2127,2019-01-22,-10.78,-,POS Purchase,Fpos Burger King #23282 Frederictonnbca,27
2128,2019-01-25,-35.99,-,POS Purchase,Fpos Alcool NB Liquor #0Frederictonnbca,NULL
2129,2019-01-26,-8.37,-,POS Purchase,Fpos Mcdonald'S #1808 Frederictonnbca,27
2130,2019-01-26,-2.2,-,POS Purchase,Fpos Tim Hortons #2853# Qbristol NBCD,27
2131,2019-01-29,-51.64,-,POS Purchase,Fpos Sobeys 375 Frederictonnbcd,8
2132,2019-01-30,-6.9,-,POS Purchase,Dairy Shop/Gisele'S Pi Frederictonnbca,27
2133,2019-01-31,-15.89,-,POS Purchase,Fpos A&W #7218 Frederictonnbca,27
2134,2019-01-31,-7.99,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2135,2019-02-01,-362.5,-,Rent/Lease,Skyfall,6
2136,2019-02-02,-42.17,-,POS Purchase,Fpos Circle K / Irving Qfrederictonnbca,5
2137,2019-02-04,-9.37,-,POS Purchase,Fpos Tim Hortons #0276# Qfrederictonnbcd,27
2138,2019-02-04,-150.05,-,POS Purchase,Opos Bell Aliant Online #Saint John NBCA,10
2139,2019-02-04,-20,-,POS Purchase,Ringo'S Bar & Grill Frederictonnbca,27
2140,2019-02-04,-20.49,-,POS Purchase,Opos Domino'S Pizza #1090Frederictonnbca,27
2141,2019-02-04,-44.96,-,Miscellaneous Payment,EnergieNB Power,7
2142,2019-02-06,-6.9,-,POS Purchase,Fpos Dairy Shop/ Gisele'S Frederictonnbca,27
2143,2019-02-07,-6.31,-,POS Purchase,Fpos Tim Hortons #0176# Qfrederictonnbcd,27
2144,2019-02-08,-14.95,-,POS Purchase,Opos Domino'S Pizza #1090Frederictonnbca,27
2145,2019-02-08,-13.2,-,POS Purchase,Fpos Subway # 20599 Frederictonnbcd,27
2146,2019-02-09,-8.04,-,POS Purchase,Fpos Cineplex #6111 Frederictonnbcd,NULL
2147,2019-02-11,-4.99,-,POS Purchase,Opos Spotify P0970D6645 Stockholm SE,31
2148,2019-02-11,-60,-,POS Purchase,Fpos Circle K / Irving Qfrederictonnbca,5
2149,2019-02-11,-3.55,-,POS Purchase,Fpos Shell C22134 Gagetown NBCA,NULL
2150,2019-02-11,-11.53,-,POS Purchase,Fpos A&W #7218 Frederictonnbca,27
2151,2019-02-11,-120,-,WITHDRAWAL        ,43061485 PC-Email Money Trf,NULL
2152,2019-02-11,0,-,Service Charge,PC-Free Email Money Trf,9
2153,2019-02-12,-60.8,-,POS Purchase,Fpos Sobeys #849 Qfrederictonnbcd,8
2154,2019-02-13,-6.86,-,Miscellaneous Payment,Paypal,NULL
2155,2019-02-15,-10.45,-,POS Purchase,Fpos Dairy Queen #12079 Frederictonnbca,27
2156,2019-02-16,-6.31,-,POS Purchase,Fpos Tim Hortons #0176# Qfrederictonnbcd,27
2157,2019-02-18,-8.31,-,POS Purchase,Fpos Tim Hortons #0176# Qfrederictonnbcd,27
2158,2019-02-19,-3.71,-,POS Purchase,Fpos Tim Hortons #0105# Qfrederictonnbcd,27
2159,2019-02-19,-26.47,-,POS Purchase,Sobeys #849 Qps Frederictonnbcd,8
2160,2019-02-20,-6.9,-,POS Purchase,Fpos Dairy Shop/ Gisele'S Frederictonnbca,27
2161,2019-02-21,-1.6,-,POS Purchase,Fpos Univ of New Brunswicfrederictonnbca,NULL
2162,2019-02-21,-12.98,-,POS Purchase,Fpos Dairy Queen #12176 Frederictonnbca,27
2163,2019-02-23,-3.14,-,POS Purchase,Fpos Tim Hortons #0276# Qfrederictonnbcd,27
2164,2019-02-23,-9.76,-,POS Purchase,Fpos Tim Hortons #0276# Qfrederictonnbcd,27
2165,2019-02-23,-60,-,POS Purchase,Fpos Circle K / Irving Qfrederictonnbca,5
2166,2019-02-25,-45.62,-,POS Purchase,Fpos Greco Pizza Frederictonnbcd,27
2167,2019-03-01,-1.6,-,POS Purchase,Fpos Univ of New Brunswicfrederictonnbca,NULL
2168,2019-03-01,-6.9,-,POS Purchase,Fpos Dairy Shop/ Gisele'S Frederictonnbca,27
2169,2019-03-01,-9.65,-,POS Purchase,Fpos Wendy'S Restaurant Qfrederictonnbca,27
2170,2019-03-01,-362.5,-,Rent/Lease,Skyfall,6
2171,2019-03-02,-11.71,-,POS Purchase,Fpos A&W #7218 Frederictonnbca,27
2172,2019-03-04,-3.74,-,POS Purchase,Opos Domino'S Pizza #1090Frederictonnbca,27
2173,2019-03-08,-180,-,ABM Withdrawal,Bath Branch #1 Bath NB,NULL
2174,2019-03-08,-60,-,POS Purchase,Irving/Florenceville Florencevilnbca,5
2175,2019-03-08,-33.28,-,POS Purchase,Greco Pizza Frederictonnbcd,27
2176,2019-03-09,-19.96,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2177,2019-03-09,-55.78,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2178,2019-03-11,-6.9,-,POS Purchase,Fpos Dairy Shop/ Gisele'S Frederictonnbca,27
2179,2019-03-11,-4.99,-,POS Purchase,Opos Spotify P09Df95595 Stockholm SE,31
2180,2019-03-11,-17.89,-,POS Purchase,Fpos A&W #7218 Frederictonnbca,27
2181,2019-03-12,-56.81,-,POS Purchase,Fpos Sobeys #849 Qfrederictonnbcd,8
2182,2019-03-13,-12.08,-,POS Purchase,Opos Domino'S Pizza #1090Frederictonnbca,27
2183,2019-03-13,-6.93,-,Miscellaneous Payment,Paypal,NULL
2184,2019-03-15,-13.89,-,POS Purchase,Fpos Manchu Wok Restauranfrederictonnb- CA,27
2185,2019-03-18,-2.15,-,POS Purchase,Fpos Univ of New Brunswicfrederictonnbca,NULL
2186,2019-03-19,-10.48,-,POS Purchase,Wal-Mart #3032 Frederictionbca,NULL
2187,2019-03-19,-99.1,-,POS Purchase,Fpos Sobeys 375 Frederictonnbcd,8
2188,2019-03-19,-47.67,-,POS Purchase,Opos 34.84 Amazon.com Seattle WAUS,11
2189,2019-03-25,-2.15,-,POS Purchase,Fpos Univ of New Brunswicfrederictonnbca,NULL
2190,2019-03-25,-10,-,WITHDRAWAL        ,27697684 PC-Email Money Trf,NULL
2191,2019-03-25,0,-,Service Charge,PC-Free Email Money Trf,9
2192,2019-03-26,-62.86,-,POS Purchase,Fpos Sobeys 375 Frederictonnbcd,8
2193,2019-03-26,-60.01,-,POS Purchase,Circle K / Irving Qps Frederictonnbca,5
2194,2019-03-26,-9.2,-,POS Purchase,Tim Hortons #0276 Frederictonnbcd,27
2195,2019-03-27,-4.11,-,POS Purchase,Fpos Univ of New Brunswicfrederictonnbca,NULL
2196,2019-03-28,-6.9,-,POS Purchase,Fpos Dairy Shop/ Gisele'S Frederictonnbca,27
2197,2019-03-29,-315.33,-,POS Purchase,Opos Bell Aliant Online #Saint John NBCA,10
2198,2019-03-29,-37.99,-,POS Purchase,Alcool NB Liquor #045 Frederictonnbca,NULL
2199,2019-03-29,-30.02,-,POS Purchase,Fpos Cineplex #6111 Frederictonnbcd,NULL
2200,2019-03-29,-99.01,-,Miscellaneous Payment,EnergieNB Power,7
836,2019-04-01,-11.83,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
837,2019-04-01,-362.5,-,Rent/Lease             ,SKYFALL                      ,6
838,2019-04-02,-160,-,ABM Withdrawal,NULL,NULL
839,2019-04-02,-51.87,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE,8
840,2019-04-05,161.9,-,Provincial Payment     ,CANADA                       ,18
841,2019-04-06,-2.96,-,POS Purchase           ,MAIL N MART              FREDE,NULL
842,2019-04-06,-20.25,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE,27
843,2019-04-08,-1.36,-,POS Purchase           ,FPOS UNIV OF NEW BRUNSWICFREDE,NULL
844,2019-04-09,-28.8,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE,8
845,2019-04-09,-10.35,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
846,2019-04-10,-6.43,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE,27
847,2019-04-10,-4.99,-,POS Purchase           ,OPOS Spotify P0A56621F8  Stock,31
848,2019-04-11,-11.59,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE,27
849,2019-04-15,-6.91,-,Miscellaneous Payment  ,PAYPAL                       ,25
850,2019-04-15,-33.28,-,POS Purchase           ,GRECO PIZZA              FREDE,27
851,2019-04-15,-9.41,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
852,2019-04-16,-7.66,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE,27
853,2019-04-17,-13.44,-,POS Purchase           ,FPOS MANCHU WOK RESTAURANFREDE,27
854,2019-04-17,-30.9,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
855,2019-04-17,-80,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
856,2019-04-17,-180,-,ABM Withdrawal,NULL,NULL
857,2019-04-18,-11.49,-,Miscellaneous Payment  ,PAYPAL                       ,25
858,2019-04-18,-19.39,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE,27
859,2019-04-25,-3.89,-,Miscellaneous Payment  ,PAYPAL                       ,25
860,2019-04-25,1719,-,DEPOSIT                ,NULL,NULL
861,2019-04-25,-15.52,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE,27
862,2019-04-29,-9.42,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
863,2019-04-29,-5.74,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE,NULL
864,2019-04-29,-9.53,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE,27
865,2019-04-29,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF,9
866,2019-04-29,-60,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF,NULL
867,2019-04-30,-15.39,-,POS Purchase           ,SUBWAY # 5290            FREDE,27
868,2019-04-30,-40,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
869,2019-05-01,-370,-,Rent/Lease             ,SKYFALL                      ,6
870,2019-05-01,-12.41,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE,27
871,2019-05-01,-28.74,-,Miscellaneous Payment  ,PAYPAL                       ,25
872,2019-05-02,-19.83,-,POS Purchase           ,EASTSIDE MARIOS #8794    FREDE,27
873,2019-05-02,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE,27
874,2019-05-03,-23.31,-,POS Purchase           ,GRECO PIZZA              FREDE,27
875,2019-05-04,-160.4,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
876,2019-05-06,-20,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE,27
877,2019-05-06,-20,-,POS Purchase           ,CLIFFE STREET IRVING     FREDE,5
878,2019-05-06,-12.62,-,POS Purchase           ,FPOS BURGER KING #23282  FREDE,27
879,2019-05-06,-54.27,-,Miscellaneous Payment  ,EnergieNB Power              ,7
880,2019-05-08,-4.91,-,POS Purchase           ,FPOS GLENN'S GROCERY LTD.FLORE,NULL
881,2019-05-08,-3.71,-,POS Purchase           ,FPOS TIM HORTONS #2853   BRIST,27
882,2019-05-08,-149.44,-,POS Purchase           ,#284 SPORT CHEK          FREDE,NULL
883,2019-05-08,-12.24,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE,27
884,2019-05-09,-30,-,POS Purchase           ,FPOS MURRAY'S IRVING     BEARD,5
885,2019-05-09,-31.71,-,POS Purchase           ,THE SNOOTY FOX           FREDE,27
886,2019-05-09,-36.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE,23
887,2019-05-09,-7.23,-,POS Purchase           ,GRECO PIZZA              FREDE,27
888,2019-05-10,-4.99,-,POS Purchase           ,OPOS Spotify P0ACCBD915  Stock,31
889,2019-05-10,-4.29,-,POS Purchase           ,FPOS TIM HORTONS #2848   FREDE,27
890,2019-05-11,0.34,-,POS Return             ,OPOS 0.26 Amazon.com     Amzn.,11
891,2019-05-13,221.8,-,Tax Refund             ,CANADA                       ,18
892,2019-05-14,-43,-,POS Purchase           ,FPOS CRUISER HOLDINGS INCCHARL,NULL
893,2019-05-14,-8.05,-,POS Purchase           ,FPOS SOBEYS 375          FREDE,8
894,2019-05-14,-6.95,-,Miscellaneous Payment  ,PAYPAL                       ,25
895,2019-05-15,-7.46,-,POS Purchase           ,FPOS TIM HORTONS #0276   FREDE,27
896,2019-05-17,-32.65,-,POS Purchase           ,GRECO PIZZA              FREDE,27
897,2019-05-18,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF,9
898,2019-05-18,-500,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF,NULL
899,2019-05-21,-32.88,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE,NULL
900,2019-05-21,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE,27
901,2019-05-21,-4.36,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
902,2019-05-22,-16.08,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE,27
903,2019-05-25,-1.54,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
904,2019-05-27,-3.89,-,Miscellaneous Payment  ,PAYPAL                       ,25
905,2019-05-28,-150,-,POS Purchase           ,SOBEYS 375               FREDE,8
906,2019-05-28,-62.17,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
907,2019-05-28,-33.71,-,POS Purchase           ,GRECO PIZZA              FREDE,27
908,2019-05-28,-200,-,ABM Withdrawal,NULL,NULL
909,2019-05-29,-19.83,-,POS Purchase           ,THE HILLTOP              FREDE,27
910,2019-06-03,-370,-,Rent/Lease             ,SKYFALL                      ,6
911,2019-06-06,-67.12,-,Insurance              ,AMERICAN INCOME              ,NULL
912,2019-06-06,-44.85,-,POS Purchase           ,OPOS Amazon.ca Prime Membamazo,11
913,2019-06-06,-56.25,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE,27
914,2019-06-07,-12.87,-,POS Purchase           ,FPOS SOBEYS #349        QFREDE,8
915,2019-06-10,-4.99,-,POS Purchase           ,OPOS Spotify P0B480BBD8  Stock,31
916,2019-06-10,-15.49,-,POS Purchase           ,FPOS SUBWAY # 20599      FREDE,27
917,2019-06-10,-13.99,-,POS Purchase           ,OPOS CINEPLEX #8030 WEB QTORON,NULL
918,2019-06-10,-160.21,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
919,2019-06-11,-25.04,-,POS Purchase           ,FPOS MANCHU WOK RESTAURANFREDE,27
920,2019-06-11,-149.44,-,POS Purchase           ,#284 SPORT CHEK          FREDE,NULL
921,2019-06-17,-54.72,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER,5
922,2019-06-18,-2.77,-,Miscellaneous Payment  ,PAYPAL                       ,25
923,2019-06-19,-151.44,-,POS Purchase           ,#284 SPORT CHEK          FREDE,NULL
924,2019-06-19,-3.91,-,POS Purchase           ,FPOS TIM HORTONS #2853   BRIST,27
925,2019-06-24,35,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
926,2019-06-28,320,-,ABM Deposit,NULL,NULL
927,2019-07-02,-370,-,Rent/Lease             ,SKYFALL                      ,6
928,2019-07-03,340,-,DEPOSIT                ,NULL,NULL
929,2019-07-03,-320,-,Correction             ,NULL,16
930,2019-07-04,-31.98,-,POS Purchase           ,FPOS DOMINO'S PIZZA #1090FREDE,27
931,2019-07-04,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE,27
932,2019-07-04,-315.69,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
933,2019-07-05,147.5,-,Provincial Payment     ,CANADA                       ,18
934,2019-07-05,297,-,ABM Deposit,NULL,NULL
935,2019-07-08,67.12,-,Insurance              ,AMERICAN INCOME              ,NULL
936,2019-07-10,-4.99,-,POS Purchase           ,OPOS Spotify P0BC0B1632  Stock,31
937,2019-07-11,-183.95,-,POS Purchase           ,"OPOS FITBIT, INC. UF3CV4387762",NULL
938,2019-07-15,-102.13,-,POS Purchase           ,9283 CARLETON CO-OP      FLORE,NULL
939,2019-07-16,-61.87,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER,5
940,2019-07-16,-6.88,-,POS Purchase           ,BURGER KING #19448       WATER,27
941,2019-07-18,-40,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF,NULL
942,2019-07-18,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF,9
943,2019-07-26,600,-,ABM Deposit,NULL,NULL
944,2019-08-01,-162,-,POS Purchase           ,OPOS SERVICE NB - ONLINE FREDE,5
945,2019-08-01,-370,-,Rent/Lease             ,SKYFALL                      ,6
946,2019-08-02,360,-,ABM Deposit,NULL,NULL
947,2019-08-05,-55,-,POS Purchase           ,FPOS IRVING #15886       WOODS,5
948,2019-08-05,-13.66,-,POS Purchase           ,FPOS SUBWAY # 5290       FREDE,27
949,2019-08-08,-12.24,-,POS Purchase           ,FPOS BURGER KING #19448  WATER,27
950,2019-08-10,-4.99,-,POS Purchase           ,OPOS Spotify P0C3751BE6  Stock,31
951,2019-08-16,-13.86,-,POS Purchase           ,DINER DOWN UNDER         BATH ,27
952,2019-08-16,520,-,ABM Deposit,NULL,NULL
953,2019-08-19,-10.99,-,POS Purchase           ,OPOS STEAMGAMES.COM      425-9,NULL
954,2019-08-21,-39.52,-,POS Purchase           ,WAL-MART #3054           MISSI,NULL
955,2019-08-22,-88.14,-,POS Purchase           ,CN TOWER RETAIL STORE    TORON,NULL
956,2019-08-22,-58.58,-,POS Purchase           ,HOCKEY HALL OF FAME      TORON,NULL
957,2019-08-23,-13.59,-,POS Purchase           ,FPOS TORONTO ZOO - RETAILSCARB,NULL
958,2019-08-23,-27.24,-,POS Purchase           ,FPOS TORONTO ZOO - RETAILSCARB,NULL
959,2019-08-26,-48,-,POS Purchase           ,FPOS PERTH ANDOVER/IRVINGPERTH,5
960,2019-08-27,-326.01,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
961,2019-08-27,-50.16,-,Miscellaneous Payment  ,EnergieNB Power              ,7
962,2019-08-30,-11.49,-,Miscellaneous Payment  ,PAYPAL                       ,25
963,2019-09-03,-5.75,-,POS Purchase           ,FPOS TIM HORTONS #2853   BRIST,27
964,2019-09-03,-370,-,Rent/Lease             ,SKYFALL                      ,6
965,2019-09-04,4207.25,-,Student Loan           ,NB STUDENT LOAN              ,29
966,2019-09-04,-82,-,POS Purchase           ,UNB FINANCIAL SERVICES   FREDE,26
967,2019-09-05,-191.78,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
968,2019-09-10,-4.99,-,POS Purchase           ,OPOS Spotify P0CB386227  Stock,31
969,2019-09-11,-180,-,ABM Withdrawal,NULL,NULL
970,2019-09-12,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE,27
971,2019-09-14,-14.79,-,POS Purchase           ,FPOS A&W #7218           FREDE,27
972,2019-09-17,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE,27
973,2019-09-19,-6.89,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
974,2019-09-21,-70.18,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
975,2019-09-21,-12.16,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
976,2019-09-21,-7.63,-,POS Purchase           ,FPOS SOBEYS 375          FREDE,8
977,2019-09-24,-6.89,-,Miscellaneous Payment  ,PAYPAL                       ,25
978,2019-09-24,-32.5,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE,8
979,2019-09-27,-10.92,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE,27
980,2019-10-01,-370,-,Rent/Lease             ,SKYFALL                      ,6
981,2019-10-01,-47.46,-,POS Purchase           ,GRECO PIZZA              FREDE,27
982,2019-10-02,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
983,2019-10-02,-60,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
984,2019-10-03,-7.97,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE,27
985,2019-10-04,-11.26,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
986,2019-10-04,147.5,-,Provincial Payment     ,CANADA                       ,18
987,2019-10-04,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE,27
988,2019-10-05,-30,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE,27
989,2019-10-08,-7.97,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE,27
990,2019-10-08,-59.98,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE,8
991,2019-10-10,-4.99,-,POS Purchase           ,OPOS Spotify P0D1553710  Stock,31
992,2019-10-12,-6.24,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE,27
993,2019-10-15,-180,-,ABM Withdrawal,NULL,NULL
994,2019-10-15,-60,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER,5
995,2019-10-18,-32.08,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE,8
996,2019-10-22,-28.74,-,Miscellaneous Payment  ,PAYPAL                       ,25
997,2019-10-24,-6.8,-,Miscellaneous Payment  ,PAYPAL                       ,25
998,2019-10-25,-91.99,-,Miscellaneous Payment  ,PAYPAL                       ,25
999,2019-10-26,-13.33,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE,27
1000,2019-10-28,-10.45,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
1001,2019-10-29,-75.01,-,POS Purchase           ,SOBEYS #849        QPS   FREDE,8
1002,2019-11-01,-370,-,Rent/Lease             ,SKYFALL                      ,6
1003,2019-11-01,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE,27
1004,2019-11-04,-70,-,POS Purchase           ,CIRCLE K / IRVING #201   FREDE,5
1005,2019-11-05,-30.15,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE,8
1006,2019-11-07,-99.99,-,POS Purchase           ,CNB #016                 FREDE,23
1007,2019-11-09,-10.45,-,POS Purchase           ,BURGER KING #20441       FREDE,27
1008,2019-11-12,-4.99,-,POS Purchase           ,OPOS Spotify P0D70EFBFE  Stock,31
1009,2019-11-12,-23,-,POS Purchase           ,HARVEY STUDIOS           FREDE,NULL
1010,2019-11-12,-7.77,-,POS Purchase           ,FPOS TIM HORTONS #0276   FREDE,27
1011,2019-11-13,-180,-,POS Purchase           ,SERVICE CANADA FREDERI   FREDE,NULL
1012,2019-11-13,-13.33,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE,27
1013,2019-11-13,-40,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER,5
1014,2019-11-13,-12.75,-,POS Purchase           ,FPOS BURGER KING #19448  WATER,27
1015,2019-11-16,-60,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF,NULL
1016,2019-11-16,-350.01,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
1017,2019-11-16,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF,9
1018,2019-11-16,-11.49,-,POS Purchase           ,FPOS SUBWAY # 11109      FREDE,27
1019,2019-11-18,-135.3,-,Miscellaneous Payment  ,EnergieNB Power              ,7
1020,2019-11-18,-132.17,-,POS Purchase           ,WALMARTSTORE#1067        FREDE,NULL
1021,2019-11-18,-15.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1022,2019-11-18,-180,-,ABM Withdrawal,NULL,NULL
1023,2019-11-18,-12.05,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
1024,2019-11-19,-15.9,-,POS Purchase           ,OPOS Amazon.ca           Seatt,11
1025,2019-11-20,-79.9,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
1026,2019-11-20,-24.13,-,POS Purchase           ,CANNON'S CROSS PUB       FREDE,27
1027,2019-11-21,-5.74,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
1028,2019-11-25,-33.72,-,POS Purchase           ,FPOS SOBEYS 375          FREDE,8
1029,2019-11-26,-6.89,-,Miscellaneous Payment  ,PAYPAL                       ,25
1030,2019-11-26,-12.75,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE,27
1031,2019-11-28,-6.21,-,POS Purchase           ,FPOS UNIVERSITY OF NEW BRFREDE,NULL
1032,2019-11-29,-102.67,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1033,2019-11-29,-459.94,-,POS Purchase           ,OPOS Amazon.ca           Seatt,11
1034,2019-12-02,-9.51,-,POS Purchase           ,FPOS MCDONALD'S #29096   FREDE,27
1035,2019-12-02,-370,-,Rent/Lease             ,SKYFALL                      ,6
1036,2019-12-02,-10.9,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE,27
1037,2019-12-02,-3.76,-,POS Purchase           ,FPOS TIM HORTON'S T-DOMESMISSI,27
1038,2019-12-02,1.12,-,DEPOSIT                ,NULL,NULL
1039,2019-12-02,-42.19,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
1040,2019-12-02,-3.45,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
1041,2019-12-06,-68.99,-,Miscellaneous Payment  ,PAYPAL                       ,25
1042,2019-12-06,-4.11,-,POS Purchase           ,TIM HORTON'S T-DOMESTI   MISSI,27
1043,2019-12-07,-27.45,-,POS Purchase           ,CHECKER CAB              RICHI,NULL
1044,2019-12-07,-13,-,POS Purchase           ,PITA PIT                 FREDE,27
1045,2019-12-09,-16.12,-,POS Purchase           ,FPOS A&W #7218           FREDE,27
1046,2019-12-09,-21.83,-,POS Purchase           ,OPOS PAPA JOHN'S PIZZA #1FREDE,27
1047,2019-12-09,-4.13,-,POS Purchase           ,FPOS PAPA JOHN'S PIZZA   FREDE,27
1048,2019-12-10,-4.99,-,POS Purchase           ,OPOS Spotify P0DCCEAEA3  Stock,31
1049,2019-12-12,-15.68,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE,27
1050,2019-12-13,-24,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1051,2019-12-14,-9.49,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
1052,2019-12-17,-27.51,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE,8
1053,2019-12-18,-44.88,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE,27
1054,2019-12-19,-3.16,-,POS Purchase           ,FPOS TIM HORTONS #1791   MINTO,27
1055,2019-12-21,-180,-,ABM Withdrawal,NULL,NULL
1056,2019-12-21,-14.81,-,POS Purchase           ,FPOS SUBWAY # 5290       FREDE,27
