Transaction Date, Transaction Amount, Notes, Transaction Type, Entity
2/2/2018,-27.6,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
2/1/2018,-290,21,Cheque                 ,
2/1/2018,-16.27,-,POS Purchase           ,FPOS SUBWAY # 22010      FREDE
2/1/2018,-40,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
1/30/2018,-34.78,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
1/29/2018,-3.54,-,POS Purchase           ,FPOS TIM HORTONS #0276# QFREDE
1/27/2018,-2.75,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
1/27/2018,-27.7,-,POS Purchase           ,HILLTOP GRILL & BEVERAGE FREDE
1/26/2018,-4.58,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
1/25/2018,-4.32,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
1/23/2018,-71.64,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
1/22/2018,-13.31,-,POS Purchase           ,WAL-MART #3032           FREDE
1/22/2018,-32.77,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
1/20/2018,-21.22,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
1/20/2018,-3.22,-,POS Purchase           ,THE GOODY SHOP           FREDE
1/19/2018,-35.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE
1/19/2018,-12.59,-,POS Purchase           ,FPOS A&W #7218           FREDE
1/19/2018,-200,-,ABM Withdrawal,
1/18/2018,-19.48,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
1/17/2018,-25.1,-,POS Purchase           ,EASTSIDE MARIOS #8794    FREDE
1/16/2018,-58.78,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
1/15/2018,-6.48,-,Miscellaneous Payment  ,PAYPAL                       
1/15/2018,-27.34,-,POS Purchase           ,CHECKER DELIVERIES       RICHI
1/13/2018,-33.28,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
1/13/2018,-2.17,-,POS Purchase           ,FPOS TIM HORTONS #0276# QFREDE
1/11/2018,-2.99,-,POS Purchase           ,FPOS SHOPPERS DRUG MART #FREDE
1/11/2018,-13.44,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
1/10/2018,-4.99,-,POS Purchase           ,OPOS Spotify P049993208  Stock
1/9/2018,-5.74,-,Miscellaneous Payment  ,PAYPAL                       
1/9/2018,-74.38,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
1/9/2018,3498.25,-,Student Loan           ,NB STUDENT LOAN              
1/9/2018,-34.49,-,POS Purchase           ,FPOS EB GAMES 1809       FREDR
1/9/2018,-51,-,POS Purchase           ,FPOS AITKEN CENTER       FREDE
1/8/2018,35,-,DEPOSIT                ,MB-EMAIL MONEY TRF
1/8/2018,-11.16,-,POS Purchase           ,FPOS A&W #7111           FREDE
1/8/2018,-18.38,-,POS Purchase           ,THE SOURCE #56360        FREDE
1/6/2018,-17.02,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
1/6/2018,-39.49,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE
1/6/2018,-18.91,-,POS Purchase           ,ROTISSERIE ST HUBERT 0   MONCT
1/6/2018,-19.4,-,POS Purchase           ,FPOS CINEPLEX #6110      DIEPP
1/6/2018,-8.01,-,POS Purchase           ,FPOS TIM HORTONS #0739   OROMO
1/6/2018,-72.01,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
1/5/2018,-93,-,POS Purchase           ,OPOS CINEPLEX #8030 WEB QTORON
1/5/2018,166.64,-,Provincial Payment     ,CANADA                       
1/4/2018,-290,20,Cheque                 ,
1/4/2018,-35.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE
1/3/2018,-42.26,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
1/3/2018,-81.79,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
1/3/2018,-5.7,-,POS Purchase           ,WAL-MART #3032           FREDE
1/3/2018,-45,-,WITHDRAWAL             ,
1/3/2018,1171,-,DEPOSIT                ,
1/2/2018,-4.58,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
1/2/2018,-1.94,-,POS Purchase           ,FPOS TIM HORTONS #2853# QBRIST
12/22/2017,-12.64,-,POS Purchase           ,DINER DOWN UNDER         BATH 
12/22/2017,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF
12/22/2017,-110,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF
12/21/2017,-3.45,-,Miscellaneous Payment  ,PAYPAL                       
12/20/2017,-150,-,POS Purchase           ,WINGO'S RESTAURANT       WOODS
12/19/2017,-3.8,-,Miscellaneous Payment  ,PAYPAL                       
12/19/2017,-27.59,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
12/19/2017,-39.1,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
12/18/2017,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF
12/18/2017,-75,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF
12/18/2017,-9.2,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
12/18/2017,-10.11,-,POS Purchase           ,FPOS TIM HORTONS #0276# QFREDE
12/16/2017,-41,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
12/16/2017,-10.34,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
12/13/2017,-6.64,-,Miscellaneous Payment  ,PAYPAL                       
12/13/2017,-12.62,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
12/12/2017,-21.79,-,POS Purchase           ,LINCOLN BIG STOP         WAASI
12/11/2017,-8.87,-,POS Purchase           ,FPOS TIM HORTONS #0176# QFREDE
12/11/2017,-4.99,-,POS Purchase           ,OPOS Spotify P0448C0A90  Stock
12/9/2017,-30.75,-,POS Purchase           ,WAL-MART #3032           FREDE
12/8/2017,-14.49,-,POS Purchase           ,PAPA GEORGIOS PIZZA      FREDE
12/6/2017,-73.82,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A
12/6/2017,-74.58,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A
12/6/2017,-21.94,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A
12/6/2017,-14.99,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A
12/5/2017,-290,19,Cheque                 ,
12/5/2017,-35.99,-,POS Purchase           ,FPOS HANWELL ROAD IRVING HANWE
12/5/2017,-70.31,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
12/4/2017,-10.2,-,POS Purchase           ,FPOS TIM HORTONS #0176# QFREDE
12/4/2017,60,-,DEPOSIT                ,PC-EMAIL MONEY TRF
12/1/2017,-18.1,-,POS Purchase           ,FPOS GRECO PIZZA         FREDE
11/30/2017,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
11/30/2017,-75,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
11/28/2017,-52.67,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
11/27/2017,-35.07,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
11/27/2017,-40,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
11/27/2017,-17.88,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
11/24/2017,-44.45,-,Miscellaneous Payment  ,PAYPAL                       
11/23/2017,50,-,DEPOSIT                ,PC-EMAIL MONEY TRF
11/23/2017,-13.03,-,POS Purchase           ,FPOS TIM HORTONS #2131# QFREDE
11/22/2017,-200,-,ABM Withdrawal,
11/21/2017,-56.8,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
11/18/2017,-15.38,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
11/16/2017,-46.57,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
11/14/2017,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF
11/14/2017,-50,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF
11/14/2017,-4.03,-,POS Purchase           ,FPOS DOLLARAMA # 337     FREDE
11/14/2017,-54.48,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
11/14/2017,-14.03,-,POS Purchase           ,FPOS A&W #7218           FREDE
11/14/2017,-40.02,-,POS Purchase           ,FPOS GRAB N GO WATERVILLEWATER
11/10/2017,-4.99,-,POS Purchase           ,OPOS Spotify P03F977A59  Stock
11/9/2017,-40.02,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
11/8/2017,-5.01,-,POS Purchase           ,FPOS GIANT TIGER #175    FREDE
11/8/2017,-28.23,-,POS Purchase           ,WAL-MART #3032           FREDE
11/7/2017,-98.12,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
11/7/2017,-2.17,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
11/7/2017,-11.25,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
11/6/2017,-14.09,-,POS Purchase           ,FPOS A&W #7218           FREDE
11/6/2017,-12.06,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
11/6/2017,-53,-,POS Purchase           ,OPOS CINEPLEX #8030 WEB QTORON
11/4/2017,-120,-,ABM Withdrawal,
11/2/2017,-290,18,Cheque                 ,
11/2/2017,-136.57,-,POS Purchase           ,WAL-MART #3032           FREDE
10/31/2017,-50.58,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
10/31/2017,-12.65,-,POS Purchase           ,LITTLE CAESER            FREDE
10/30/2017,-26.77,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
10/27/2017,-3.08,-,POS Purchase           ,FPOS UNIVERSITY OF NEW BRFREDE
10/25/2017,-28.74,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
10/24/2017,-51.87,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
10/24/2017,-15.53,-,POS Purchase           ,FPOS A&W #7218           FREDE
10/23/2017,-8.15,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
10/20/2017,-1.94,-,POS Purchase           ,FPOS UNIVERSITY OF NEW BRFREDE
10/19/2017,90.85,-,POS Return             ,OPOS Amazon.ca Prime Membamazo
10/19/2017,-90.85,-,POS Purchase           ,OPOS Amazon.ca Prime Membamazo
10/17/2017,-55.63,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
10/17/2017,-22.93,-,POS Purchase           ,WAL-MART #3032           FREDE
10/17/2017,-100,-,ABM Withdrawal,
10/16/2017,-24.72,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
10/16/2017,-3.89,-,POS Purchase           ,FPOS UNIVERSITY OF NEW BRFREDE
10/12/2017,-19.52,-,POS Purchase           ,WAL-MART #3032           FREDE
10/12/2017,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
10/12/2017,-200,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
10/11/2017,-76,-,POS Purchase           ,FPOS CIRCLE K / IRVING #QWAASI
10/11/2017,-27.97,-,POS Purchase           ,LINCOLN BIG STOP         WAASI
10/11/2017,-5.97,-,POS Purchase           ,FPOS TIM HORTONS #1705# QFREDE
10/10/2017,-48.67,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
10/10/2017,-4.99,-,POS Purchase           ,OPOS Spotify P03AF1197D  Stock
10/10/2017,-15.62,-,POS Purchase           ,FPOS MCDONALD'S #17867   WOODS
10/10/2017,-40,-,POS Purchase           ,FPOS ULTRAMAR #12659     BATH 
10/6/2017,-32,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
10/5/2017,166.64,-,Provincial Payment     ,CANADA                       
10/4/2017,-290,17,Cheque                 ,
10/4/2017,-91.99,-,POS Purchase           ,OPOS Amazon.ca           Seatt
10/3/2017,-137,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
10/3/2017,-9.53,-,POS Purchase           ,UNIVERSITY OF NEW BR     FREDE
10/2/2017,-12.28,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
10/2/2017,-25,-,POS Purchase           ,OPOS FINANCIAL AND CONSUMSAINT
9/30/2017,-0.09,-,Overdraft Interest     ,
9/30/2017,-34.47,-,POS Purchase           ,WAL-MART #3032           FREDE
9/30/2017,-12.64,-,POS Purchase           ,SUBWAY # 20599           FREDE
9/30/2017,-32.3,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE
9/26/2017,-68.98,-,POS Purchase           ,MARK'S STORE             FREDE
9/26/2017,-188.25,-,POS Purchase           ,#284 SPORT CHEK          FREDE
9/26/2017,-39.62,-,POS Purchase           ,JUNGLE JIM'S EATERY -    FREDE
9/25/2017,-44.76,-,POS Purchase           ,OPOS Amazon.ca           Seatt
9/25/2017,-8.02,-,POS Purchase           ,WAL-MART #3032           FREDE
9/23/2017,-23.13,-,POS Purchase           ,PAPA JOHN'S PIZZA        FREDE
9/21/2017,-11.05,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
9/21/2017,-10.25,-,POS Purchase           ,OPOS CINEPLEX #8030 WEB QTORON
9/20/2017,-260,-,ABM Withdrawal,
9/20/2017,1,-,Correction             ,OPOS AMZ PRIMESUBSCRIPTIOAMAZO
9/19/2017,-44.19,-,POS Purchase           ,SOBEYS #849        QPS   FREDE
9/19/2017,4674,-,Student Loan           ,NB STUDENT LOAN              
9/19/2017,-1,-,POS Purchase           ,OPOS Amazon.ca Prime Membamazo
9/18/2017,-57.42,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
9/18/2017,-22.99,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A
9/18/2017,139.25,-,Student Loan           ,CANADA                       
9/18/2017,-36.7,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A
9/16/2017,-9.07,-,POS Purchase           ,VANELLIS MVS074          FREDE
9/16/2017,-10.34,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
9/15/2017,-47.06,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
9/15/2017,-20.02,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
9/15/2017,-260,-,ABM Withdrawal,
9/15/2017,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
9/15/2017,-45,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
9/15/2017,512.29,-,Payroll Deposit        ,BKR Management Inc.          
9/12/2017,-5,-,Overdrawn Handling Chg.,
9/12/2017,-9.99,-,Miscellaneous Payment  ,PAYPAL                       
9/11/2017,-5,-,Overdrawn Handling Chg.,
9/11/2017,-23.58,-,Miscellaneous Payment  ,GOODLIFE FITNESS CENTRES INC 
9/11/2017,-21,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
9/7/2017,-25,-,POS Purchase           ,OPOS FINANCIAL AND CONSUMSAINT
9/7/2017,60,-,DEPOSIT                ,PC-EMAIL MONEY TRF
9/5/2017,-5,-,Overdrawn Handling Chg.,
9/5/2017,-290,16,Cheque                 ,
9/5/2017,40,-,DEPOSIT                ,MB-EMAIL MONEY TRF
9/1/2017,609.06,-,Payroll Deposit        ,BKR Management Inc.          
8/31/2017,-5,-,Overdrawn Handling Chg.,
8/31/2017,-369,-,Miscellaneous Payment  ,NSLSC                        
8/31/2017,-13.95,-,Service Charge         ,MONTHLY FEES
8/31/2017,-0.22,-,Overdraft Interest     ,
8/30/2017,-7.46,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
8/29/2017,-80,-,ABM Withdrawal,
8/29/2017,-6.43,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
8/28/2017,-23.58,-,Miscellaneous Payment  ,GOODLIFE FITNESS CENTRES INC 
8/28/2017,-1.38,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
8/28/2017,-4.42,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
8/26/2017,-1.5,-,Service Charge         ,
8/26/2017,-24,-,ABM Withdrawal,
8/25/2017,-17.74,-,POS Purchase           ,PIZZA DELIGHT PROSPECT   FREDE
8/24/2017,-43.03,-,POS Purchase           ,HANWELL ROAD IRVING #1   HANWE
8/21/2017,-3.32,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
8/21/2017,-35.7,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
8/19/2017,-399.15,-,POS Purchase           ,WAL-MART #3032           FREDE
8/18/2017,-30.35,-,POS Purchase           ,GRECO PIZZA              FREDE
8/18/2017,-1,-,Service Charge         ,PC-EMAIL MONEY TRF
8/18/2017,-40,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF
8/18/2017,705.54,-,Payroll Deposit        ,BKR Management Inc.          
8/16/2017,-3.5,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
8/15/2017,-22.38,-,Miscellaneous Payment  ,PAYPAL                       
8/15/2017,-19.06,-,Miscellaneous Payment  ,PAYPAL                       
8/15/2017,-7.29,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
8/14/2017,-23.58,-,Miscellaneous Payment  ,GOODLIFE FITNESS CENTRES INC 
8/14/2017,-10.92,-,POS Purchase           ,FPOS LITTLE CAESER       FREDE
8/14/2017,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
8/14/2017,-85,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
8/14/2017,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
8/14/2017,-50,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
8/11/2017,-37.84,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
8/11/2017,-41.59,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
8/7/2017,-5.5,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
8/4/2017,-162,-,POS Purchase           ,SNB - BRISTOL            FLORE
8/4/2017,703.01,-,Payroll Deposit        ,BKR Management Inc.          
8/2/2017,-5,-,Overdrawn Handling Chg.,
8/2/2017,-290,15,Cheque                 ,
8/1/2017,-27.55,-,POS Purchase           ,FPOS DOMINO'S PIZZA #1090FREDE
7/31/2017,-23.58,-,Miscellaneous Payment  ,GOODLIFE FITNESS CENTRES INC 
7/31/2017,-369,-,Miscellaneous Payment  ,NSLSC                        
7/31/2017,-13.95,-,Service Charge         ,MONTHLY FEES
7/31/2017,-4.14,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/31/2017,-100,-,ABM Withdrawal,
7/28/2017,-35.99,-,POS Purchase           ,ALCOOL NB LIQUOR  #060   FREDE
7/27/2017,-41.92,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
7/25/2017,-38.75,-,Miscellaneous Payment  ,PAYPAL                       
7/25/2017,-5.28,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/24/2017,-4.14,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/24/2017,-5.96,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/24/2017,-3.74,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/21/2017,-35.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE
7/21/2017,-11.93,-,POS Purchase           ,FPOS A&W #7111           FREDE
7/21/2017,594.73,-,Payroll Deposit        ,BKR Management Inc.          
7/20/2017,-6.1,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/18/2017,-4.31,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/17/2017,-23.58,-,Miscellaneous Payment  ,GOODLIFE FITNESS CENTRES INC 
7/17/2017,-72.71,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
7/17/2017,-2.75,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/17/2017,-4.14,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/17/2017,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
7/17/2017,-65,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
7/13/2017,-6.68,-,Miscellaneous Payment  ,PAYPAL                       
7/13/2017,-100,-,ABM Withdrawal,
7/13/2017,-37.99,-,POS Purchase           ,ALCOOL NB LIQUOR  #045   FREDE
7/11/2017,-9.99,-,Miscellaneous Payment  ,PAYPAL                       
7/11/2017,-109.3,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
7/10/2017,-3.4,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/10/2017,-50,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
7/10/2017,-6.2,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/10/2017,-1.84,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/7/2017,-5.74,-,Miscellaneous Payment  ,PAYPAL                       
7/7/2017,-23,-,Miscellaneous Payment  ,PAYPAL                       
7/7/2017,545.94,-,Payroll Deposit        ,BKR Management Inc.          
7/6/2017,-1.15,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/5/2017,-46,-,Miscellaneous Payment  ,PAYPAL                       
7/5/2017,-40.25,-,Miscellaneous Payment  ,PAYPAL                       
7/5/2017,-290,14,Cheque                 ,
7/5/2017,166.64,-,Provincial Payment     ,CANADA                       
7/4/2017,-23.58,-,Miscellaneous Payment  ,GOODLIFE FITNESS CENTRES INC 
7/4/2017,-70.54,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
7/4/2017,-3.73,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/4/2017,-3.21,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/4/2017,-4.36,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
7/4/2017,-6.31,-,POS Purchase           ,BURGER KING #3422        DARTM
6/30/2017,-369,-,Miscellaneous Payment  ,NSLSC                        
6/30/2017,-13.95,-,Service Charge         ,MONTHLY FEES
6/29/2017,-45.96,-,POS Purchase           ,FPOS HANWELL ROAD IRVING HANWE
6/29/2017,-100,-,ABM Withdrawal,
6/29/2017,-9.3,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
6/27/2017,-14.74,-,POS Purchase           ,FPOS PITA PIT            FREDE
6/27/2017,-38.52,-,POS Purchase           ,WAL-MART #3032           FREDE
6/26/2017,-2.81,-,POS Purchase           ,FPOS BURGER KING #3422   DARTM
6/23/2017,587.73,-,Payroll Deposit        ,BKR Management Inc.          
6/22/2017,87,-,ABM Deposit,
6/21/2017,-34.14,-,Miscellaneous Payment  ,PAYPAL PTE LTD               
6/19/2017,-23.58,-,Miscellaneous Payment  ,GOODLIFE FITNESS CENTRES INC 
6/19/2017,-50.02,-,POS Purchase           ,CIRCLE K / IRVING  QPS   FREDE
6/16/2017,-5.85,-,POS Purchase           ,MRS FIELDS/PRETZLERMAK   FREDE
6/16/2017,-11.26,-,POS Purchase           ,MANCHU WOK RESTAURANT    FREDE
6/14/2017,-100,24,Cheque                 ,
6/14/2017,-30.69,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
6/14/2017,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
6/14/2017,-45,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
6/14/2017,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
6/14/2017,-50,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
6/13/2017,-6.95,-,Miscellaneous Payment  ,PAYPAL                       
6/13/2017,-9.99,-,Miscellaneous Payment  ,PAYPAL                       
6/12/2017,-8.44,-,POS Purchase           ,BURGER KING #3422        DARTM
6/12/2017,-3.67,-,POS Purchase           ,BURGER KING #3422        DARTM
6/9/2017,669.02,-,Payroll Deposit        ,BKR Management Inc.          
6/8/2017,-60,-,ABM Withdrawal,
6/7/2017,-40.01,-,POS Purchase           ,CIRCLE K / IRVING  QPS   FREDE
6/5/2017,-23.58,-,Miscellaneous Payment  ,GOODLIFE FITNESS CENTRES INC 
6/5/2017,-32.22,-,POS Purchase           ,WAL-MART #3032           FREDE
6/5/2017,-11.48,-,POS Purchase           ,MANCHU WOK RESTAURANT    FREDE
6/5/2017,-2.88,-,POS Purchase           ,BURGER KING #3422        DARTM
6/2/2017,-290,13,Cheque                 ,
6/1/2017,-60,-,ABM Withdrawal,
6/1/2017,-24.99,-,POS Purchase           ,ALCOOL NB LIQUOR  #060   FREDE
5/31/2017,-369,-,Miscellaneous Payment  ,NSLSC                        
5/31/2017,-45.31,-,POS Purchase           ,CIRCLE K / IRVING  QPS   FREDE
5/31/2017,-13.95,-,Service Charge         ,MONTHLY FEES
5/30/2017,-42.99,-,POS Purchase           ,ALCOOL NB LIQUOR  #045   FREDE
5/26/2017,-121.86,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
5/26/2017,642.4,-,Payroll Deposit        ,BKR Management Inc.          
5/24/2017,-28.99,-,POS Purchase           ,HANWELL ROAD IRVING #1   HANWE
5/24/2017,-4.08,-,POS Purchase           ,BURGER KING #3422        DARTM
5/23/2017,-23.58,-,Miscellaneous Payment  ,GOODLIFE FITNESS CENTRES INC 
5/23/2017,-100,-,ABM Withdrawal,
5/23/2017,-5.23,-,POS Purchase           ,BURGER KING #3422        DARTM
5/23/2017,-7.52,-,POS Purchase           ,BURGER KING #3422        DARTM
5/20/2017,-2.75,-,POS Purchase           ,BURGER KING #3422        DARTM
5/20/2017,-6.89,-,POS Purchase           ,LITTLE CAESER            FREDE
5/18/2017,-8.05,-,POS Purchase           ,DOLLARAMA # 337          FREDE
5/16/2017,-65.54,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
5/16/2017,-31.73,-,POS Purchase           ,GIANT TIGER #175         FREDE
5/15/2017,-7.07,-,Miscellaneous Payment  ,PAYPAL                       
5/15/2017,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
5/15/2017,-60,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
5/15/2017,-6.95,-,POS Purchase           ,BURGER KING #3422        DARTM
5/12/2017,666.13,-,Payroll Deposit        ,BKR Management Inc.          
5/11/2017,-9.99,-,Miscellaneous Payment  ,PAYPAL                       
5/11/2017,-3.44,-,POS Purchase           ,BURGER KING #3422        DARTM
5/9/2017,-100,-,ABM Withdrawal,
5/9/2017,-5.06,-,POS Purchase           ,BURGER KING #3422        DARTM
5/8/2017,-23.58,-,Miscellaneous Payment  ,GOODLIFE FITNESS CENTRES INC 
5/8/2017,-5.8,-,POS Purchase           ,BURGER KING #3422        DARTM
5/8/2017,-50,-,POS Purchase           ,CIRCLE K / IRVING  QPS   FREDE
5/6/2017,-68.98,-,POS Purchase           ,ALCOOL NB LIQUOR  #060   FREDE
5/5/2017,-58.84,-,POS Purchase           ,ALCOOL NB LIQUOR  #060   FREDE
5/5/2017,-68.15,-,POS Purchase           ,GIANT TIGER #175         FREDE
5/4/2017,607.04,-,Tax Refund             ,CANADA                       
5/4/2017,-5.69,-,POS Purchase           ,BURGER KING #3422        DARTM
5/3/2017,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
5/3/2017,-59,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
5/2/2017,-290,12,Cheque                 ,
5/2/2017,-19.62,-,POS Purchase           ,CINEPLEX #6111           FREDE
5/1/2017,-369,-,Miscellaneous Payment  ,NSLSC                        
5/1/2017,-3.84,-,POS Purchase           ,BURGER KING #3422        DARTM
5/1/2017,-25,-,POS Purchase           ,CIRCLE K / IRVING  QPS   FREDE
4/29/2017,-13.95,-,Service Charge         ,MONTHLY FEES
4/28/2017,-52.29,-,POS Purchase           ,CIRCLE K / IRVING  QPS   FREDE
4/28/2017,-13.47,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
4/28/2017,772.56,-,Payroll Deposit        ,BKR Management Inc.          
4/27/2017,-100,-,ABM Withdrawal,
4/27/2017,-120,-,ABM Withdrawal,
4/27/2017,-9.07,-,POS Purchase           ,BURGER KING #3422        DARTM
